country,2.5%,50%,97.5%
Cameroon,0.464056253709158,1.06671552472531,2.43368671490321
Cote d'Ivoire,1.80220535661145,4.64671447476338,12.3341648913567
DRC,0.444857772751725,0.855850426012935,1.6768178701911
Kenya,0.172089046245043,0.389926595342258,0.893369259357857
Lesotho,1.7845684850784,3.57344120684259,7.25270853960142
Malawi,1.48236048157343,3.50281454998769,7.89051479224445
Uganda,4.02070824560377,8.62363320707305,19.338643767703
Zimbabwe,2.55162876052923,5.52748686244395,11.9670050718535
SUMMARY,0.763923538932456,2.35550775673337,7.50990310660644
